municipality,administration,min_age,max_age,age_group,gender,payment_method,salary_records
airola,ministero della giustizia,35,44,35-44,1,conto corrente/carta conto,12
airola,ministero della giustizia,45,54,45-54,0,conto corrente/carta conto,6
airola,ministero della giustizia,45,54,45-54,1,conto corrente/carta conto,6
airola,ministero della giustizia,55,64,55-64,1,conto corrente/carta conto,14
alanno,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,12
alanno,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,20
alanno,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,22
alanno,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,9
alanno,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,59
alanno,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,19
alassio,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,31
alassio,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,14
alassio,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,48
alassio,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,14
alassio,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,61
alassio,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,14
alassio,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,86
alassio,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,23
alassio,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,17
alatri,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,23
alatri,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,17
alatri,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,109
alatri,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,28
alatri,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,199
alatri,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,31
alatri,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,224
alatri,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,50
alatri,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,30
alba,ministero dell'istruzione e del merito,18,24,18-24,0,conto corrente/carta conto,14
alba,ministero dell'istruzione e del merito,18,24,18-24,1,conto corrente/carta conto,16
alba,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,172
alba,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,79
alba,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,233
alba,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,99
alba,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,320
alba,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,112
alba,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,374
alba,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,124
alba,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,23
alba,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,9
alba,ministero della giustizia,25,34,25-34,1,conto corrente/carta conto,21
alba,ministero della giustizia,35,44,35-44,1,conto corrente/carta conto,17
alba,ministero della giustizia,45,54,45-54,1,conto corrente/carta conto,27
alba,ministero della giustizia,55,64,55-64,0,conto corrente/carta conto,6
alba,ministero della giustizia,55,64,55-64,1,conto corrente/carta conto,20
alba adriatica,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
alba adriatica,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,50
alba adriatica,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
alba adriatica,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,56
alba adriatica,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,10
alba adriatica,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,57
albanella,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,8
albanella,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,28
albanella,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,39
albanella,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,7
albanella,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
albano laziale,azienda sanitaria locale roma 6,25,34,25-34,0,conto corrente/carta conto,20
albano laziale,azienda sanitaria locale roma 6,25,34,25-34,1,conto corrente/carta conto,28
albano laziale,azienda sanitaria locale roma 6,35,44,35-44,0,conto corrente/carta conto,48
albano laziale,azienda sanitaria locale roma 6,35,44,35-44,1,conto corrente/carta conto,16
albano laziale,azienda sanitaria locale roma 6,45,54,45-54,0,conto corrente/carta conto,71
albano laziale,azienda sanitaria locale roma 6,45,54,45-54,1,conto corrente/carta conto,13
albano laziale,azienda sanitaria locale roma 6,55,64,55-64,0,conto corrente/carta conto,55
albano laziale,azienda sanitaria locale roma 6,55,64,55-64,1,conto corrente/carta conto,30
albano laziale,azienda sanitaria locale roma 6,65, ,65- ,0,conto corrente/carta conto,17
albano laziale,azienda sanitaria locale roma 6,65, ,65- ,1,conto corrente/carta conto,21
albano laziale,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,38
albano laziale,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,18
albano laziale,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,97
albano laziale,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,9
albano laziale,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,195
albano laziale,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,21
albano laziale,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,200
albano laziale,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,20
albano laziale,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,25
albano laziale,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,6
albano sant'alessandro,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,6
albano sant'alessandro,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,13
albano sant'alessandro,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,32
albano sant'alessandro,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
albano sant'alessandro,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,17
albavilla,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
albavilla,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,17
albavilla,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,37
albavilla,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,23
albenga,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,63
albenga,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,27
albenga,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,69
albenga,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,19
albenga,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,113
albenga,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,28
albenga,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,185
albenga,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,28
albenga,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,19
alberobello,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,28
alberobello,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,38
alberobello,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,50
alberobello,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,10
albiate,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,28
albiate,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,6
albiate,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,28
albiate,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,8
albiate,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,39
albiate,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,34
albignasego,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,21
albignasego,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,8
albignasego,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,70
albignasego,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,13
albignasego,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,94
albignasego,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,9
albignasego,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,86
albinea,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,6
albinea,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,15
albinea,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,39
albinea,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,22
albinea,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,6
albino,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,34
albino,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,18
albino,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,56
albino,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,17
albino,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,96
albino,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,22
albino,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,100
albino,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,20
albisola superiore,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,8
albisola superiore,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,20
albisola superiore,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,48
albisola superiore,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,51
albisola superiore,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,7
albisola superiore,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,7
alcamo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,40
alcamo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,25
alcamo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,192
alcamo,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,61
alcamo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,302
alcamo,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,71
alcamo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,358
alcamo,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,121
alcamo,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,58
alcamo,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,12
ales,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,11
ales,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,29
ales,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
ales,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,34
alessandria,agenzia delle dogane,45,54,45-54,0,conto corrente/carta conto,12
alessandria,agenzia delle dogane,45,54,45-54,1,conto corrente/carta conto,14
alessandria,agenzia delle dogane,55,64,55-64,0,conto corrente/carta conto,17
alessandria,agenzia delle dogane,55,64,55-64,1,conto corrente/carta conto,16
alessandria,agenzia delle entrate,25,34,25-34,0,conto corrente/carta conto,11
alessandria,agenzia delle entrate,25,34,25-34,1,conto corrente/carta conto,9
alessandria,agenzia delle entrate,35,44,35-44,0,conto corrente/carta conto,25
alessandria,agenzia delle entrate,35,44,35-44,1,conto corrente/carta conto,12
alessandria,agenzia delle entrate,45,54,45-54,0,conto corrente/carta conto,36
alessandria,agenzia delle entrate,45,54,45-54,1,conto corrente/carta conto,20
alessandria,agenzia delle entrate,55,64,55-64,0,conto corrente/carta conto,48
alessandria,agenzia delle entrate,55,64,55-64,1,conto corrente/carta conto,35
alessandria,ministero dell'economia e finanze,55,64,55-64,0,conto corrente/carta conto,17
alessandria,ministero dell'economia e finanze,55,64,55-64,1,conto corrente/carta conto,6
alessandria,ministero dell'economia e finanze,65, ,65- ,1,conto corrente/carta conto,6
alessandria,ministero dell'interno,18,24,18-24,0,conto corrente/carta conto,17
alessandria,ministero dell'interno,18,24,18-24,1,conto corrente/carta conto,56
alessandria,ministero dell'interno,25,34,25-34,0,conto corrente/carta conto,29
alessandria,ministero dell'interno,25,34,25-34,1,conto corrente/carta conto,179
alessandria,ministero dell'interno,35,44,35-44,0,conto corrente/carta conto,14
alessandria,ministero dell'interno,35,44,35-44,1,conto corrente/carta conto,160
alessandria,ministero dell'interno,45,54,45-54,0,conto corrente/carta conto,39
alessandria,ministero dell'interno,45,54,45-54,1,conto corrente/carta conto,226
