region_of_residence,administration,gender,max_age,age_group,min_age,authentication_method,number_of_occurrences
lombardia,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,0,64.0,55-64,55,spid,2
lombardia,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,1,54.0,45-54,45,spid,4
lombardia,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,1,64.0,55-64,55,spid,2
lombardia,archivi notarili,0,,65- ,65,spid,3
lombardia,archivi notarili,0,54.0,45-54,45,spid,5
lombardia,archivi notarili,0,64.0,55-64,55,spid,8
lombardia,archivi notarili,1,34.0,25-34,25,spid,2
lombardia,archivi notarili,1,64.0,55-64,55,spid,5
lombardia,autorita' di bacino distrettuale del fiume po,0,34.0,25-34,25,spid,2
lombardia,autorita' di bacino distrettuale del fiume po,1,34.0,25-34,25,spid,2
lombardia,avvocatura generale dello stato,0,,65- ,65,cns,2
lombardia,avvocatura generale dello stato,0,,65- ,65,spid,2
lombardia,avvocatura generale dello stato,0,34.0,25-34,25,cns,2
lombardia,avvocatura generale dello stato,0,34.0,25-34,25,spid,3
lombardia,avvocatura generale dello stato,0,44.0,35-44,35,cns,3
lombardia,avvocatura generale dello stato,0,54.0,45-54,45,cns,2
lombardia,avvocatura generale dello stato,0,64.0,55-64,55,cns,9
lombardia,avvocatura generale dello stato,0,64.0,55-64,55,spid,4
lombardia,avvocatura generale dello stato,1,34.0,25-34,25,spid,7
lombardia,avvocatura generale dello stato,1,44.0,35-44,35,spid,3
lombardia,avvocatura generale dello stato,1,54.0,45-54,45,cns,3
lombardia,avvocatura generale dello stato,1,54.0,45-54,45,spid,3
lombardia,avvocatura generale dello stato,1,64.0,55-64,55,cns,3
lombardia,avvocatura generale dello stato,1,64.0,55-64,55,spid,2
lombardia,azienda ospedaliera san camillo forlanini,0,34.0,25-34,25,spid,2
lombardia,azienda sanitaria locale latina,0,34.0,25-34,25,spid,3
lombardia,azienda sanitaria locale latina,1,34.0,25-34,25,spid,2
lombardia,azienda sanitaria locale roma 6,0,34.0,25-34,25,spid,2
lombardia,azienda sanitaria locale roma 6,0,44.0,35-44,35,spid,2
lombardia,azienda sanitaria locale roma 6,1,34.0,25-34,25,spid,3
lombardia,comune di bovezzo,1,44.0,35-44,35,spid,2
lombardia,comune di caravaggio,0,34.0,25-34,25,spid,4
lombardia,comune di caravaggio,0,44.0,35-44,35,spid,5
lombardia,comune di caravaggio,0,54.0,45-54,45,spid,8
lombardia,comune di caravaggio,0,64.0,55-64,55,spid,8
lombardia,comune di caravaggio,1,34.0,25-34,25,spid,5
lombardia,comune di caravaggio,1,54.0,45-54,45,spid,9
lombardia,comune di caravaggio,1,64.0,55-64,55,spid,6
lombardia,comune di castelverde,1,54.0,45-54,45,spid,2
lombardia,comune di montorfano,0,54.0,45-54,45,spid,2
lombardia,consiglio di stato e t.a.r.,0,,65- ,65,spid,3
lombardia,consiglio di stato e t.a.r.,0,34.0,25-34,25,spid,6
lombardia,consiglio di stato e t.a.r.,0,44.0,35-44,35,spid,4
lombardia,consiglio di stato e t.a.r.,0,54.0,45-54,45,spid,4
lombardia,consiglio di stato e t.a.r.,0,64.0,55-64,55,cie,2
lombardia,consiglio di stato e t.a.r.,0,64.0,55-64,55,spid,10
lombardia,consiglio di stato e t.a.r.,1,34.0,25-34,25,spid,6
lombardia,consiglio di stato e t.a.r.,1,44.0,35-44,35,spid,2
lombardia,consiglio di stato e t.a.r.,1,54.0,45-54,45,spid,12
lombardia,consiglio di stato e t.a.r.,1,64.0,55-64,55,spid,7
lombardia,consiglio per ric. in agricoltura e analisi economia agraria,0,,65- ,65,spid,6
lombardia,consiglio per ric. in agricoltura e analisi economia agraria,0,44.0,35-44,35,spid,5
lombardia,consiglio per ric. in agricoltura e analisi economia agraria,0,54.0,45-54,45,cie,2
lombardia,consiglio per ric. in agricoltura e analisi economia agraria,0,54.0,45-54,45,spid,25
lombardia,consiglio per ric. in agricoltura e analisi economia agraria,0,64.0,55-64,55,cie,2
lombardia,consiglio per ric. in agricoltura e analisi economia agraria,0,64.0,55-64,55,spid,23
lombardia,consiglio per ric. in agricoltura e analisi economia agraria,1,,65- ,65,spid,5
lombardia,consiglio per ric. in agricoltura e analisi economia agraria,1,34.0,25-34,25,spid,2
lombardia,consiglio per ric. in agricoltura e analisi economia agraria,1,44.0,35-44,35,spid,8
lombardia,consiglio per ric. in agricoltura e analisi economia agraria,1,54.0,45-54,45,spid,14
lombardia,consiglio per ric. in agricoltura e analisi economia agraria,1,64.0,55-64,55,spid,21
lombardia,corte dei conti,0,,65- ,65,spid,2
lombardia,corte dei conti,0,44.0,35-44,35,spid,4
lombardia,corte dei conti,0,54.0,45-54,45,spid,15
lombardia,corte dei conti,0,64.0,55-64,55,spid,19
lombardia,corte dei conti,1,44.0,35-44,35,spid,3
lombardia,corte dei conti,1,54.0,45-54,45,spid,13
lombardia,corte dei conti,1,64.0,55-64,55,spid,16
lombardia,ente strumentale alla croce rossa italiana,1,64.0,55-64,55,spid,3
lombardia,guardia di finanza,0,24.0,18-24,18,spid,50
lombardia,guardia di finanza,0,34.0,25-34,25,cie,5
lombardia,guardia di finanza,0,34.0,25-34,25,spid,195
lombardia,guardia di finanza,0,44.0,35-44,35,cie,2
lombardia,guardia di finanza,0,44.0,35-44,35,spid,115
lombardia,guardia di finanza,0,54.0,45-54,45,spid,26
lombardia,guardia di finanza,1,,65- ,65,spid,4
lombardia,guardia di finanza,1,24.0,18-24,18,cie,3
lombardia,guardia di finanza,1,24.0,18-24,18,spid,153
lombardia,guardia di finanza,1,34.0,25-34,25,cie,15
lombardia,guardia di finanza,1,34.0,25-34,25,spid,662
lombardia,guardia di finanza,1,44.0,35-44,35,cie,20
lombardia,guardia di finanza,1,44.0,35-44,35,spid,862
lombardia,guardia di finanza,1,54.0,45-54,45,cie,65
lombardia,guardia di finanza,1,54.0,45-54,45,spid,1655
lombardia,guardia di finanza,1,64.0,55-64,55,cie,39
lombardia,guardia di finanza,1,64.0,55-64,55,spid,800
lombardia,ispettorato nazionale del lavoro,0,,65- ,65,spid,9
lombardia,ispettorato nazionale del lavoro,0,34.0,25-34,25,spid,12
lombardia,ispettorato nazionale del lavoro,0,44.0,35-44,35,cns,4
lombardia,ispettorato nazionale del lavoro,0,44.0,35-44,35,spid,35
lombardia,ispettorato nazionale del lavoro,0,54.0,45-54,45,cie,3
lombardia,ispettorato nazionale del lavoro,0,54.0,45-54,45,cns,3
lombardia,ispettorato nazionale del lavoro,0,54.0,45-54,45,spid,67
lombardia,ispettorato nazionale del lavoro,0,64.0,55-64,55,cie,8
lombardia,ispettorato nazionale del lavoro,0,64.0,55-64,55,cns,4
lombardia,ispettorato nazionale del lavoro,0,64.0,55-64,55,spid,88
lombardia,ispettorato nazionale del lavoro,1,,65- ,65,spid,7
lombardia,ispettorato nazionale del lavoro,1,34.0,25-34,25,spid,15
lombardia,ispettorato nazionale del lavoro,1,44.0,35-44,35,cie,2
lombardia,ispettorato nazionale del lavoro,1,44.0,35-44,35,spid,30
lombardia,ispettorato nazionale del lavoro,1,54.0,45-54,45,cie,2
lombardia,ispettorato nazionale del lavoro,1,54.0,45-54,45,cns,2
lombardia,ispettorato nazionale del lavoro,1,54.0,45-54,45,spid,38
lombardia,ispettorato nazionale del lavoro,1,64.0,55-64,55,cie,5
lombardia,ispettorato nazionale del lavoro,1,64.0,55-64,55,cns,4
lombardia,ispettorato nazionale del lavoro,1,64.0,55-64,55,spid,52
lombardia,istituto superiore di sanita',0,44.0,35-44,35,spid,2
lombardia,ministero degli affari esteri e della cooperazione internazionale,0,34.0,25-34,25,spid,8
lombardia,ministero degli affari esteri e della cooperazione internazionale,0,44.0,35-44,35,spid,4
lombardia,ministero degli affari esteri e della cooperazione internazionale,0,54.0,45-54,45,spid,3
lombardia,ministero degli affari esteri e della cooperazione internazionale,1,34.0,25-34,25,spid,6
lombardia,ministero degli affari esteri e della cooperazione internazionale,1,44.0,35-44,35,spid,14
lombardia,ministero degli affari esteri e della cooperazione internazionale,1,54.0,45-54,45,spid,7
lombardia,ministero degli affari esteri e della cooperazione internazionale,1,64.0,55-64,55,spid,2
lombardia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,44.0,35-44,35,spid,2
lombardia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,54.0,45-54,45,spid,4
lombardia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,64.0,55-64,55,spid,4
lombardia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,44.0,35-44,35,spid,4
lombardia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,54.0,45-54,45,spid,6
lombardia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,64.0,55-64,55,spid,4
lombardia,ministero dell'economia e finanze,0,,65- ,65,cie,3
lombardia,ministero dell'economia e finanze,0,,65- ,65,cns,3
lombardia,ministero dell'economia e finanze,0,,65- ,65,spid,27
lombardia,ministero dell'economia e finanze,0,34.0,25-34,25,cns,5
lombardia,ministero dell'economia e finanze,0,34.0,25-34,25,spid,9
lombardia,ministero dell'economia e finanze,0,44.0,35-44,35,cns,9
lombardia,ministero dell'economia e finanze,0,44.0,35-44,35,spid,21
lombardia,ministero dell'economia e finanze,0,54.0,45-54,45,cie,8
lombardia,ministero dell'economia e finanze,0,54.0,45-54,45,cns,27
lombardia,ministero dell'economia e finanze,0,54.0,45-54,45,spid,52
lombardia,ministero dell'economia e finanze,0,64.0,55-64,55,cie,5
lombardia,ministero dell'economia e finanze,0,64.0,55-64,55,cns,72
lombardia,ministero dell'economia e finanze,0,64.0,55-64,55,spid,76
lombardia,ministero dell'economia e finanze,1,,65- ,65,cns,2
lombardia,ministero dell'economia e finanze,1,,65- ,65,spid,33
lombardia,ministero dell'economia e finanze,1,34.0,25-34,25,cns,8
lombardia,ministero dell'economia e finanze,1,34.0,25-34,25,spid,8
lombardia,ministero dell'economia e finanze,1,44.0,35-44,35,cie,3
lombardia,ministero dell'economia e finanze,1,44.0,35-44,35,cns,9
lombardia,ministero dell'economia e finanze,1,44.0,35-44,35,spid,31
lombardia,ministero dell'economia e finanze,1,54.0,45-54,45,cie,5
lombardia,ministero dell'economia e finanze,1,54.0,45-54,45,cns,27
lombardia,ministero dell'economia e finanze,1,54.0,45-54,45,spid,48
lombardia,ministero dell'economia e finanze,1,64.0,55-64,55,cie,4
lombardia,ministero dell'economia e finanze,1,64.0,55-64,55,cns,36
lombardia,ministero dell'economia e finanze,1,64.0,55-64,55,spid,63
lombardia,ministero dell'interno,0,,65- ,65,cie,6
lombardia,ministero dell'interno,0,,65- ,65,spid,37
lombardia,ministero dell'interno,0,24.0,18-24,18,cie,3
lombardia,ministero dell'interno,0,24.0,18-24,18,spid,5
lombardia,ministero dell'interno,0,24.0,18-24,18,spid,39
lombardia,ministero dell'interno,0,34.0,25-34,25,cie,6
lombardia,ministero dell'interno,0,34.0,25-34,25,spid,225
lombardia,ministero dell'interno,0,34.0,25-34,25,spid,42
lombardia,ministero dell'interno,0,44.0,35-44,35,cie,5
lombardia,ministero dell'interno,0,44.0,35-44,35,cns,6
lombardia,ministero dell'interno,0,44.0,35-44,35,spid,101
lombardia,ministero dell'interno,0,44.0,35-44,35,spid,114
lombardia,ministero dell'interno,0,54.0,45-54,45,cie,7
lombardia,ministero dell'interno,0,54.0,45-54,45,cie,10
lombardia,ministero dell'interno,0,54.0,45-54,45,cns,2
lombardia,ministero dell'interno,0,54.0,45-54,45,cns,23
lombardia,ministero dell'interno,0,54.0,45-54,45,spid,176
lombardia,ministero dell'interno,0,54.0,45-54,45,spid,222
lombardia,ministero dell'interno,0,64.0,55-64,55,cie,18
lombardia,ministero dell'interno,0,64.0,55-64,55,cie,11
lombardia,ministero dell'interno,0,64.0,55-64,55,cns,52
lombardia,ministero dell'interno,0,64.0,55-64,55,cns,4
lombardia,ministero dell'interno,0,64.0,55-64,55,spid,221
lombardia,ministero dell'interno,0,64.0,55-64,55,spid,343
lombardia,ministero dell'interno,1,,65- ,65,cie,5
lombardia,ministero dell'interno,1,,65- ,65,spid,29
lombardia,ministero dell'interno,1,,65- ,65,spid,3
lombardia,ministero dell'interno,1,24.0,18-24,18,cie,7
lombardia,ministero dell'interno,1,24.0,18-24,18,cie,2
lombardia,ministero dell'interno,1,24.0,18-24,18,spid,117
lombardia,ministero dell'interno,1,24.0,18-24,18,spid,87
lombardia,ministero dell'interno,1,34.0,25-34,25,cie,19
lombardia,ministero dell'interno,1,34.0,25-34,25,cie,21
lombardia,ministero dell'interno,1,34.0,25-34,25,cns,3
lombardia,ministero dell'interno,1,34.0,25-34,25,spid,1061
lombardia,ministero dell'interno,1,34.0,25-34,25,spid,357
lombardia,ministero dell'interno,1,44.0,35-44,35,cie,28
lombardia,ministero dell'interno,1,44.0,35-44,35,cie,40
lombardia,ministero dell'interno,1,44.0,35-44,35,cns,12
lombardia,ministero dell'interno,1,44.0,35-44,35,spid,1636
lombardia,ministero dell'interno,1,44.0,35-44,35,spid,825
lombardia,ministero dell'interno,1,54.0,45-54,45,cie,78
lombardia,ministero dell'interno,1,54.0,45-54,45,cie,28
lombardia,ministero dell'interno,1,54.0,45-54,45,cns,18
lombardia,ministero dell'interno,1,54.0,45-54,45,cns,11
lombardia,ministero dell'interno,1,54.0,45-54,45,spid,754
lombardia,ministero dell'interno,1,54.0,45-54,45,spid,1790
lombardia,ministero dell'interno,1,64.0,55-64,55,cie,34
lombardia,ministero dell'interno,1,64.0,55-64,55,cie,43
lombardia,ministero dell'interno,1,64.0,55-64,55,cns,38
lombardia,ministero dell'interno,1,64.0,55-64,55,cns,13
lombardia,ministero dell'interno,1,64.0,55-64,55,spid,657
lombardia,ministero dell'interno,1,64.0,55-64,55,spid,797
lombardia,ministero dell'istruzione e del merito,0,,65- ,65,cie,109
lombardia,ministero dell'istruzione e del merito,0,,65- ,65,cns,7
lombardia,ministero dell'istruzione e del merito,0,,65- ,65,federation,149
lombardia,ministero dell'istruzione e del merito,0,,65- ,65,spid,2222
lombardia,ministero dell'istruzione e del merito,0,24.0,18-24,18,cie,142
lombardia,ministero dell'istruzione e del merito,0,24.0,18-24,18,spid,1586
lombardia,ministero dell'istruzione e del merito,0,34.0,25-34,25,cie,326
lombardia,ministero dell'istruzione e del merito,0,34.0,25-34,25,cns,2
lombardia,ministero dell'istruzione e del merito,0,34.0,25-34,25,federation,73
lombardia,ministero dell'istruzione e del merito,0,34.0,25-34,25,spid,12267
lombardia,ministero dell'istruzione e del merito,0,44.0,35-44,35,cie,392
lombardia,ministero dell'istruzione e del merito,0,44.0,35-44,35,cns,4
lombardia,ministero dell'istruzione e del merito,0,44.0,35-44,35,federation,352
lombardia,ministero dell'istruzione e del merito,0,44.0,35-44,35,spid,17499
lombardia,ministero dell'istruzione e del merito,0,54.0,45-54,45,cie,793
lombardia,ministero dell'istruzione e del merito,0,54.0,45-54,45,cns,20
lombardia,ministero dell'istruzione e del merito,0,54.0,45-54,45,federation,946
lombardia,ministero dell'istruzione e del merito,0,54.0,45-54,45,spid,24217
lombardia,ministero dell'istruzione e del merito,0,64.0,55-64,55,cie,1030
lombardia,ministero dell'istruzione e del merito,0,64.0,55-64,55,cns,31
lombardia,ministero dell'istruzione e del merito,0,64.0,55-64,55,federation,1546
lombardia,ministero dell'istruzione e del merito,0,64.0,55-64,55,spid,23530
lombardia,ministero dell'istruzione e del merito,1,,65- ,65,cie,51
lombardia,ministero dell'istruzione e del merito,1,,65- ,65,cns,5
lombardia,ministero dell'istruzione e del merito,1,,65- ,65,federation,25
lombardia,ministero dell'istruzione e del merito,1,,65- ,65,spid,753
lombardia,ministero dell'istruzione e del merito,1,24.0,18-24,18,cie,43
lombardia,ministero dell'istruzione e del merito,1,24.0,18-24,18,spid,393
lombardia,ministero dell'istruzione e del merito,1,34.0,25-34,25,cie,179
lombardia,ministero dell'istruzione e del merito,1,34.0,25-34,25,cns,4
lombardia,ministero dell'istruzione e del merito,1,34.0,25-34,25,federation,24
lombardia,ministero dell'istruzione e del merito,1,34.0,25-34,25,spid,3696
lombardia,ministero dell'istruzione e del merito,1,44.0,35-44,35,cie,183
lombardia,ministero dell'istruzione e del merito,1,44.0,35-44,35,cns,2
lombardia,ministero dell'istruzione e del merito,1,44.0,35-44,35,federation,116
lombardia,ministero dell'istruzione e del merito,1,44.0,35-44,35,spid,4919
lombardia,ministero dell'istruzione e del merito,1,54.0,45-54,45,cie,234
lombardia,ministero dell'istruzione e del merito,1,54.0,45-54,45,cns,10
lombardia,ministero dell'istruzione e del merito,1,54.0,45-54,45,federation,210
lombardia,ministero dell'istruzione e del merito,1,54.0,45-54,45,spid,5187
lombardia,ministero dell'istruzione e del merito,1,64.0,55-64,55,cie,307
lombardia,ministero dell'istruzione e del merito,1,64.0,55-64,55,cns,25
lombardia,ministero dell'istruzione e del merito,1,64.0,55-64,55,federation,257
lombardia,ministero dell'istruzione e del merito,1,64.0,55-64,55,spid,5051
lombardia,ministero della cultura,0,,65- ,65,cie,4
lombardia,ministero della cultura,0,,65- ,65,spid,17
lombardia,ministero della cultura,0,34.0,25-34,25,spid,26
lombardia,ministero della cultura,0,44.0,35-44,35,cie,2
lombardia,ministero della cultura,0,44.0,35-44,35,spid,64
lombardia,ministero della cultura,0,54.0,45-54,45,cie,4
lombardia,ministero della cultura,0,54.0,45-54,45,spid,76
lombardia,ministero della cultura,0,64.0,55-64,55,cie,7
lombardia,ministero della cultura,0,64.0,55-64,55,cns,3
lombardia,ministero della cultura,0,64.0,55-64,55,spid,119
lombardia,ministero della cultura,1,,65- ,65,spid,8
lombardia,ministero della cultura,1,34.0,25-34,25,spid,10
lombardia,ministero della cultura,1,44.0,35-44,35,cie,3
lombardia,ministero della cultura,1,44.0,35-44,35,spid,27
lombardia,ministero della cultura,1,54.0,45-54,45,cie,2
lombardia,ministero della cultura,1,54.0,45-54,45,cns,3
lombardia,ministero della cultura,1,54.0,45-54,45,spid,42
lombardia,ministero della cultura,1,64.0,55-64,55,cie,8
lombardia,ministero della cultura,1,64.0,55-64,55,spid,73
lombardia,ministero della difesa,0,,65- ,65,spid,6
lombardia,ministero della difesa,0,24.0,18-24,18,cie,7
lombardia,ministero della difesa,0,24.0,18-24,18,spid,81
lombardia,ministero della difesa,0,34.0,25-34,25,cie,2
lombardia,ministero della difesa,0,34.0,25-34,25,spid,6
lombardia,ministero della difesa,0,34.0,25-34,25,spid,151
lombardia,ministero della difesa,0,44.0,35-44,35,cie,2
lombardia,ministero della difesa,0,44.0,35-44,35,cns,14
lombardia,ministero della difesa,0,44.0,35-44,35,spid,193
lombardia,ministero della difesa,0,44.0,35-44,35,spid,4
lombardia,ministero della difesa,0,54.0,45-54,45,cns,2
lombardia,ministero della difesa,0,54.0,45-54,45,spid,25
lombardia,ministero della difesa,0,54.0,45-54,45,spid,14
lombardia,ministero della difesa,0,64.0,55-64,55,cie,3
lombardia,ministero della difesa,0,64.0,55-64,55,cns,16
lombardia,ministero della difesa,0,64.0,55-64,55,spid,56
lombardia,ministero della difesa,1,,65- ,65,cns,2
lombardia,ministero della difesa,1,,65- ,65,spid,6
lombardia,ministero della difesa,1,,65- ,65,spid,2
lombardia,ministero della difesa,1,24.0,18-24,18,cie,24
lombardia,ministero della difesa,1,24.0,18-24,18,spid,327
lombardia,ministero della difesa,1,24.0,18-24,18,spid,5
lombardia,ministero della difesa,1,34.0,25-34,25,cie,25
lombardia,ministero della difesa,1,34.0,25-34,25,cns,18
lombardia,ministero della difesa,1,34.0,25-34,25,spid,12
lombardia,ministero della difesa,1,34.0,25-34,25,spid,4
lombardia,ministero della difesa,1,34.0,25-34,25,spid,784
lombardia,ministero della difesa,1,44.0,35-44,35,cie,68
lombardia,ministero della difesa,1,44.0,35-44,35,cns,93
lombardia,ministero della difesa,1,44.0,35-44,35,cns,3
lombardia,ministero della difesa,1,44.0,35-44,35,spid,1713
lombardia,ministero della difesa,1,44.0,35-44,35,spid,43
lombardia,ministero della difesa,1,44.0,35-44,35,spid,12
lombardia,ministero della difesa,1,54.0,45-54,45,cie,7
lombardia,ministero della difesa,1,54.0,45-54,45,cie,55
lombardia,ministero della difesa,1,54.0,45-54,45,cns,222
lombardia,ministero della difesa,1,54.0,45-54,45,cns,13
lombardia,ministero della difesa,1,54.0,45-54,45,spid,67
